               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,             0.02016,           0.0081077,           0.0020711,             0.97841,             0.97364,              0.9863,             0.72664,            0.017833,           0.0067007,           0.0024202,           0.0016267,           0.0016267,           0.0016267
                  85,            0.020241,            0.008161,            0.002196,             0.97553,             0.97508,             0.98614,             0.72741,            0.017805,            0.006696,           0.0024413,           0.0015566,           0.0015566,           0.0015566
                  86,            0.020143,           0.0079709,           0.0021327,             0.97332,             0.97372,             0.98599,              0.7276,            0.017799,           0.0066856,           0.0024369,           0.0014905,           0.0014905,           0.0014905
                  87,            0.020147,           0.0080749,           0.0019854,             0.97193,             0.97253,             0.98587,             0.72794,            0.017779,            0.006682,           0.0025409,           0.0014283,           0.0014283,           0.0014283
                  88,            0.020133,           0.0080624,           0.0021312,              0.9741,             0.96912,             0.98514,             0.72776,            0.017835,           0.0066873,           0.0026095,           0.0013701,           0.0013701,           0.0013701
                  89,            0.020186,           0.0081034,           0.0022962,             0.97577,             0.96831,             0.98432,             0.72673,            0.017852,           0.0066854,           0.0026158,            0.001316,            0.001316,            0.001316
                  90,            0.020004,           0.0080737,           0.0019178,             0.97647,             0.97025,             0.98405,             0.72789,            0.017855,           0.0066802,           0.0025642,            0.001266,            0.001266,            0.001266
                  91,            0.019909,           0.0080166,           0.0019938,             0.97791,             0.97088,             0.98519,              0.7273,            0.017841,           0.0066806,            0.002602,           0.0012202,           0.0012202,           0.0012202
                  92,            0.019974,           0.0081578,           0.0020498,             0.97634,             0.96886,             0.98395,             0.72683,            0.017862,           0.0066853,           0.0026747,           0.0011787,           0.0011787,           0.0011787
                  93,            0.019899,           0.0080526,            0.001969,             0.97713,             0.97059,             0.98399,             0.72661,            0.017879,           0.0066923,           0.0026126,           0.0011414,           0.0011414,           0.0011414
                  94,            0.019951,           0.0081519,           0.0019336,             0.97642,             0.97223,             0.98391,             0.72543,            0.017917,           0.0066949,           0.0026522,           0.0011084,           0.0011084,           0.0011084
                  95,            0.019818,           0.0080037,           0.0020468,             0.97614,             0.97087,             0.98355,             0.72726,            0.017921,           0.0066882,           0.0026467,           0.0010797,           0.0010797,           0.0010797
                  96,            0.020028,           0.0082253,           0.0018175,             0.97505,             0.97211,             0.98358,             0.72716,            0.017921,           0.0066847,           0.0026787,           0.0010554,           0.0010554,           0.0010554
                  97,            0.019847,           0.0079192,           0.0017898,             0.97612,             0.97128,             0.98376,             0.72737,             0.01791,           0.0066811,           0.0027071,           0.0010355,           0.0010355,           0.0010355
                  98,            0.019811,           0.0080563,           0.0017816,             0.97547,             0.96919,             0.98291,             0.72624,            0.017922,           0.0066782,           0.0027479,             0.00102,             0.00102,             0.00102
                  99,            0.019939,           0.0080834,           0.0018869,             0.97176,             0.97233,             0.98293,             0.72583,            0.017924,           0.0066768,           0.0027812,           0.0010089,           0.0010089,           0.0010089
